75;48;21;16;37;16;"16;"
35;98;71;49;35;196;"196;"
60;73;98;25;60;146;"146;"
19;58;98;27;9;58;"58;"
38;43;92;32;38;21;"21;"
92;42;100;16;30;14;"14;"
31;58;34;10;10;116;"116;"
9;64;7;2;6;64;"64;"
36;3;93;30;54;3;"3;"
49;74;77;37;73;49;"49;"
46;29;39;35;23;14;"14;"
5;1;51;34;1;1;"1;"
41;9;53;21;41;6;"6;"
11;69;60;19;5;34;"34;"
84;17;1;24;28;11;"11;"
40;8;88;5;120;2;"2;"
85;76;65;19;85;25;"25;"
92;73;91;9;92;219;"219;"
29;94;68;12;29;94;"94;"
59;97;89;19;19;48;"48;"
61;21;72;32;61;14;"14;"
97;55;69;9;64;82;"82;"
54;4;54;1;18;4;"4;"
39;30;17;18;39;90;"90;"
95;39;13;46;95;39;"39;"
49;98;22;24;49;49;"49;"
80;64;9;4;160;32;"32;"
95;85;62;40;190;170;"170;"
73;64;12;27;48;21;"21;"
75;97;38;11;75;48;"48;"
42;8;92;3;42;2;"2;"
95;79;48;15;95;79;"79;"
98;19;59;11;65;19;"19;"
92;22;100;26;184;22;"22;"
16;88;23;11;10;29;"29;"
78;72;76;50;26;48;"48;"
87;30;14;21;58;30;"30;"
70;15;46;22;70;30;"30;"
25;12;19;31;25;8;"8;"
89;24;51;33;267;12;"12;"
1;14;77;38;2;14;"14;"
69;40;46;41;23;40;"40;"
40;60;79;40;120;180;"180;"
15;1;81;3;22;1;"1;"
56;32;64;37;37;48;"48;"
3;36;23;8;6;54;"54;"
21;56;38;6;31;37;"37;"
23;98;46;42;34;196;"196;"
26;54;18;30;13;81;"81;"
77;41;25;36;38;13;"13;"
50;81;40;18;150;54;"54;"
53;87;63;8;53;130;"130;"
54;59;95;34;162;88;"88;"
39;98;76;20;117;98;"98;"
40;31;97;16;40;31;"31;"
100;33;56;32;100;33;"33;"
42;30;13;18;63;10;"10;"
17;46;49;6;34;30;"30;"
3;14;56;22;2;14;"14;"
41;80;65;10;41;80;"80;"
20;89;78;31;10;267;"267;"
7;79;62;8;14;158;"158;"
52;78;83;15;52;78;"78;"
27;46;30;4;81;138;"138;"
76;10;75;31;114;15;"15;"
15;71;57;14;15;35;"35;"
46;48;52;6;46;48;"48;"
79;98;97;11;26;65;"65;"
55;2;6;20;82;1;"1;"
54;21;10;47;18;7;"7;"
94;44;7;49;31;22;"22;"
90;1;35;13;180;0;"0;"
28;1;98;40;9;1;"1;"
72;21;55;50;72;63;"63;"
90;34;81;8;30;11;"11;"
13;98;31;40;26;32;"32;"
13;38;68;41;4;76;"76;"
36;68;39;28;18;136;"136;"
34;69;84;28;34;138;"138;"
4;65;33;36;12;65;"65;"
83;100;87;17;55;66;"66;"
63;90;71;49;21;90;"90;"
12;96;89;31;24;48;"48;"
52;18;44;8;34;9;"9;"
45;93;16;1;135;46;"46;"
69;78;90;4;69;52;"52;"
3;77;61;46;9;51;"51;"
66;51;45;11;33;17;"17;"
66;65;58;28;99;97;"97;"
93;17;41;6;62;51;"51;"
11;98;18;45;3;49;"49;"
74;97;74;21;74;32;"32;"
94;6;19;24;282;3;"3;"
82;52;17;39;82;78;"78;"
48;80;24;19;24;80;"80;"
85;68;61;35;85;22;"22;"
19;70;53;46;9;46;"46;"
40;45;2;7;40;135;"135;"
7;75;9;31;7;225;"225;"
8;17;9;1;5;17;"17;"
85;54;99;19;170;54;"54;"
83;47;24;23;83;47;"47;"
66;7;69;35;22;7;"7;"
44;68;99;37;29;34;"34;"
79;67;22;47;79;201;"201;"
42;93;11;48;21;31;"31;"
11;37;62;21;11;37;"37;"
15;45;27;18;30;90;"90;"
47;89;67;45;47;89;"89;"
64;35;45;18;192;105;"105;"
46;59;93;44;46;177;"177;"
15;80;35;34;15;240;"240;"
70;44;73;28;210;44;"44;"
34;86;8;18;22;86;"86;"
10;31;10;23;10;62;"62;"
23;42;11;7;69;42;"42;"
91;16;18;40;91;8;"8;"
37;48;59;4;18;32;"32;"
83;36;36;14;249;24;"24;"
47;44;26;46;31;44;"44;"
85;14;51;9;255;28;"28;"
92;49;97;14;92;16;"16;"
37;96;20;19;74;144;"144;"
46;69;15;21;46;46;"46;"
22;25;22;21;22;12;"12;"
74;87;7;6;24;87;"87;"
98;40;62;34;98;40;"40;"
94;1;29;46;141;1;"1;"
85;44;90;32;85;22;"22;"
90;73;60;15;90;219;"219;"
33;4;69;47;33;2;"2;"
55;63;25;9;110;126;"126;"
90;17;11;48;45;25;"25;"
44;52;16;26;44;26;"26;"
88;23;26;4;264;23;"23;"
32;71;81;1;64;47;"47;"
34;95;27;43;51;95;"95;"
15;37;29;36;15;111;"111;"
88;25;23;47;58;16;"16;"
63;20;25;24;63;10;"10;"
66;42;67;47;66;14;"14;"
68;96;8;42;22;288;"288;"
67;17;33;26;33;17;"17;"
7;92;20;47;7;92;"92;"
16;2;10;24;48;1;"1;"
53;1;8;4;79;1;"1;"
68;36;26;38;102;24;"24;"
36;60;29;3;36;60;"60;"
72;1;37;35;108;0;"0;"
66;58;59;28;33;38;"38;"
56;44;91;11;28;44;"44;"
86;68;29;4;172;68;"68;"
54;99;74;49;18;99;"99;"
38;60;34;45;38;40;"40;"
38;45;12;41;114;67;"67;"
26;35;1;5;26;52;"52;"
65;99;26;21;32;99;"99;"
70;18;64;23;35;9;"9;"
98;4;70;4;65;2;"2;"
54;79;28;31;36;118;"118;"
23;3;98;18;11;1;"1;"
69;46;27;19;69;15;"15;"
71;53;22;49;35;35;"35;"
63;84;88;7;189;126;"126;"
4;15;84;30;1;15;"15;"
46;53;15;10;23;106;"106;"
35;89;83;18;35;89;"89;"
28;6;42;8;18;4;"4;"
97;70;68;5;32;140;"140;"
81;75;19;10;81;75;"75;"
73;99;86;41;36;148;"148;"
14;63;17;23;28;31;"31;"
83;29;65;15;55;9;"9;"
66;76;96;24;66;25;"25;"
92;5;92;31;138;5;"5;"
42;93;56;41;42;93;"93;"
48;13;71;1;48;6;"6;"
9;82;5;31;6;27;"27;"
66;39;59;1;66;39;"39;"
4;99;56;37;12;33;"33;"
96;75;19;36;288;75;"75;"
98;27;5;23;147;9;"9;"
68;39;43;1;68;26;"26;"
80;84;12;9;53;56;"56;"
47;33;36;7;94;49;"49;"
46;74;21;14;46;74;"74;"
34;36;71;33;11;108;"108;"
7;30;22;29;10;60;"60;"
27;15;18;16;27;5;"5;"
13;78;18;13;13;39;"39;"
78;8;76;37;26;5;"5;"
47;3;69;20;94;9;"9;"
39;91;86;17;13;91;"91;"
24;22;23;24;8;14;"14;"
86;78;79;41;86;234;"234;"
81;60;32;3;81;30;"30;"
56;48;10;12;56;48;"48;"
15;68;88;48;7;45;"45;"
29;52;51;2;9;104;"104;"
99;60;20;18;148;60;"60;"
72;64;76;41;48;32;"32;"
1;89;46;11;1;59;"59;"
36;2;12;16;108;4;"4;"
13;44;14;15;13;44;"44;"
80;15;62;23;80;22;"22;"
83;34;97;15;83;34;"34;"
16;81;61;8;16;121;"121;"
82;44;30;44;27;44;"44;"
22;50;67;7;44;33;"33;"
10;5;72;24;20;5;"5;"
3;8;42;36;9;8;"8;"
76;65;55;41;76;97;"97;"
43;65;83;7;43;65;"65;"
62;43;52;2;186;86;"86;"
81;46;22;24;81;30;"30;"
85;76;62;39;85;76;"76;"
71;62;7;38;23;62;"62;"
90;47;51;40;90;23;"23;"
13;53;63;49;13;79;"79;"
93;56;96;5;279;112;"112;"
53;55;42;31;53;55;"55;"
62;11;55;33;41;33;"33;"
40;39;31;3;120;39;"39;"
14;61;62;2;42;40;"40;"
96;41;40;39;96;41;"41;"
93;86;93;43;31;28;"28;"
98;26;8;11;196;13;"13;"
9;47;22;46;6;23;"23;"
98;42;7;28;65;126;"126;"
47;85;76;1;70;255;"255;"
10;9;48;45;10;6;"6;"
41;92;5;34;20;46;"46;"
77;67;74;3;115;134;"134;"
19;41;45;45;19;41;"41;"
74;66;64;33;74;33;"33;"
20;48;89;39;6;32;"32;"
22;76;89;36;7;25;"25;"
58;79;72;5;174;79;"79;"
5;48;66;35;2;48;"48;"
72;30;26;40;24;30;"30;"
73;31;89;3;36;10;"10;"
92;64;67;38;276;64;"64;"
61;36;85;31;183;36;"36;"
100;28;40;41;200;42;"42;"
41;25;62;49;27;75;"75;"
54;87;18;18;54;29;"29;"
50;24;83;33;50;72;"72;"
78;20;54;27;39;13;"13;"
64;52;32;10;192;52;"52;"
53;7;66;30;26;2;"2;"
55;73;87;15;110;73;"73;"
55;1;10;6;110;0;"0;"
83;68;74;7;41;68;"68;"
65;6;88;10;97;12;"12;"
46;42;4;39;15;28;"28;"
83;16;50;6;55;8;"8;"
11;63;52;44;11;189;"189;"
95;54;19;22;190;81;"81;"
29;88;54;13;14;44;"44;"
58;56;36;23;58;168;"168;"
57;8;33;46;171;4;"4;"
14;80;35;20;28;120;"120;"
36;23;39;26;24;46;"46;"
93;18;77;7;46;18;"18;"
32;10;35;46;10;30;"30;"
41;42;64;42;41;126;"126;"
72;5;69;39;24;5;"5;"
100;55;70;42;300;165;"165;"
31;71;64;31;20;71;"71;"
91;7;37;6;91;7;"7;"
68;31;2;23;22;10;"10;"
72;91;82;25;72;91;"91;"
68;18;72;8;68;12;"12;"
9;94;20;49;9;94;"94;"
34;13;64;50;17;4;"4;"
26;66;87;5;26;44;"44;"
90;22;14;7;90;66;"66;"
89;55;78;29;59;27;"27;"
77;2;82;44;25;4;"4;"
62;34;78;44;124;51;"51;"
68;60;78;15;45;60;"60;"
94;70;34;50;94;70;"70;"
29;85;37;15;29;85;"85;"
34;75;80;48;102;75;"75;"
60;34;46;26;120;51;"51;"
91;43;86;30;45;43;"43;"
17;48;11;37;17;144;"144;"
75;8;20;13;75;12;"12;"
87;15;69;21;87;7;"7;"
75;48;4;28;112;24;"24;"
81;41;37;39;81;13;"13;"
25;4;55;5;12;1;"1;"
77;97;71;46;77;32;"32;"
96;85;81;46;48;42;"42;"
73;34;54;39;24;11;"11;"
72;99;62;40;48;99;"99;"
37;76;41;24;24;152;"152;"
42;73;69;21;14;73;"73;"
38;64;46;17;19;64;"64;"
9;12;70;1;9;12;"12;"
9;73;94;40;4;73;"73;"
100;19;46;42;100;19;"19;"
22;52;75;9;22;26;"26;"
44;9;66;15;29;27;"27;"
83;16;4;26;249;16;"16;"
37;58;1;20;55;29;"29;"
77;29;3;7;115;29;"29;"
88;32;100;47;176;21;"21;"
6;21;39;30;9;21;"21;"
12;18;73;9;12;18;"18;"
66;13;3;45;198;19;"19;"
13;55;58;38;39;55;"55;"
54;20;4;3;162;20;"20;"
99;8;19;22;33;16;"16;"
13;3;41;5;13;6;"6;"
95;54;60;24;95;108;"108;"
37;67;31;49;55;22;"22;"
26;82;100;11;26;27;"27;"
72;53;20;27;72;26;"26;"
89;2;18;28;29;1;"1;"
95;97;24;36;95;97;"97;"
67;52;51;41;33;34;"34;"
10;85;75;49;6;56;"56;"
57;45;89;8;19;45;"45;"
71;10;89;37;142;3;"3;"
3;35;59;38;3;70;"70;"
11;47;97;43;11;47;"47;"
69;4;4;49;46;2;"2;"
29;8;62;2;58;5;"5;"
71;30;68;30;71;20;"20;"
78;80;64;12;156;26;"26;"
97;82;26;41;145;246;"246;"
38;33;80;45;38;16;"16;"
30;71;65;42;10;71;"71;"
43;98;21;38;28;65;"65;"
43;73;47;45;43;48;"48;"
59;4;3;23;88;4;"4;"
28;94;73;20;18;141;"141;"
11;61;3;32;3;30;"30;"
88;25;63;11;88;16;"16;"
97;97;90;50;97;97;"97;"
11;89;74;5;11;178;"178;"
48;55;92;26;96;110;"110;"
1;73;95;6;0;73;"73;"
62;3;43;23;31;1;"1;"
54;69;14;11;54;207;"207;"
42;83;41;34;42;124;"124;"
45;46;75;32;22;46;"46;"
98;9;55;19;49;13;"13;"
66;17;43;31;66;51;"51;"
37;41;6;26;55;41;"41;"
30;48;55;5;90;48;"48;"
36;58;64;25;24;87;"87;"
5;96;66;9;2;96;"96;"
42;50;51;27;42;33;"33;"
39;76;38;36;117;25;"25;"
92;62;9;26;138;186;"186;"
79;100;19;7;79;150;"150;"
50;5;19;34;75;10;"10;"
40;27;81;45;80;27;"27;"
76;13;31;48;228;19;"19;"
93;48;10;5;139;32;"32;"
89;48;13;44;89;24;"24;"
74;38;47;18;148;12;"12;"
17;22;65;3;8;33;"33;"
55;96;76;18;18;192;"192;"
92;15;58;35;61;15;"15;"
66;1;53;4;66;0;"0;"
93;76;3;41;93;228;"228;"
78;83;51;28;156;166;"166;"
43;59;92;43;43;59;"59;"
15;66;72;33;7;132;"132;"
42;75;94;41;14;75;"75;"
38;11;25;39;57;3;"3;"
59;26;59;41;39;8;"8;"
83;59;63;46;83;88;"88;"
2;16;31;8;0;5;"5;"
38;44;71;48;114;44;"44;"
67;3;56;8;22;1;"1;"
87;26;33;40;87;52;"52;"
45;74;83;24;45;111;"111;"
67;56;91;47;134;37;"37;"
69;21;39;44;207;7;"7;"
8;29;59;44;8;43;"43;"
88;68;84;21;58;136;"136;"
50;79;44;48;50;158;"158;"
95;30;73;12;95;30;"30;"
3;91;94;24;1;91;"91;"
91;46;72;4;30;15;"15;"
39;94;38;34;19;282;"282;"
87;85;55;38;29;28;"28;"
76;97;75;16;76;97;"97;"
3;4;22;5;3;8;"8;"
56;73;60;9;28;73;"73;"
66;10;92;6;132;30;"30;"
90;70;21;33;135;46;"46;"
82;66;55;32;123;198;"198;"
33;2;37;13;99;1;"1;"
34;15;13;14;102;15;"15;"
44;66;33;26;44;66;"66;"
98;62;52;28;98;20;"20;"
32;59;87;29;32;29;"29;"
44;29;80;28;88;29;"29;"
25;95;25;7;37;95;"95;"
46;35;5;4;69;35;"35;"
90;26;88;1;135;26;"26;"
6;73;71;36;6;24;"24;"
94;37;73;5;94;74;"74;"
73;80;16;16;73;80;"80;"
85;72;29;13;42;144;"144;"
26;54;40;41;26;162;"162;"
76;4;77;49;76;2;"2;"
95;11;54;30;95;11;"11;"
10;52;92;20;10;34;"34;"
54;83;44;48;54;83;"83;"
56;10;55;7;56;15;"15;"
13;80;90;38;39;120;"120;"
8;72;28;8;12;24;"24;"
12;98;99;11;12;98;"98;"
71;31;14;41;47;10;"10;"
68;73;51;25;102;146;"146;"
87;10;2;3;58;3;"3;"
97;35;82;38;32;70;"70;"
12;52;34;40;6;156;"156;"
6;41;40;6;18;41;"41;"
86;99;8;47;28;49;"49;"
1;4;7;50;1;1;"1;"
51;1;18;46;51;2;"2;"
70;76;95;12;70;76;"76;"
14;11;27;8;4;16;"16;"
63;17;88;11;31;25;"25;"
89;44;63;49;59;44;"44;"
61;53;56;2;122;106;"106;"
76;95;80;21;50;285;"285;"
1;27;2;1;0;18;"18;"
93;26;16;16;46;8;"8;"
59;1;60;18;29;0;"0;"
65;55;83;49;43;27;"27;"
72;46;42;6;216;69;"69;"
83;93;34;34;124;139;"139;"
79;30;99;9;79;30;"30;"
86;3;96;19;57;2;"2;"
98;100;42;47;294;100;"100;"
84;30;82;22;42;30;"30;"
93;23;61;16;62;23;"23;"
58;50;34;42;58;33;"33;"
20;39;65;50;10;19;"19;"
3;71;97;10;1;106;"106;"
93;64;11;3;31;64;"64;"
99;9;51;24;297;27;"27;"
25;38;61;33;25;76;"76;"
47;71;43;33;47;71;"71;"
36;17;54;11;12;11;"11;"
96;44;45;26;96;14;"14;"
1;16;42;37;1;16;"16;"
29;8;51;32;29;16;"16;"
28;44;53;47;28;22;"22;"
76;41;34;15;76;123;"123;"
2;52;66;15;2;78;"78;"
13;96;10;41;26;192;"192;"
35;24;99;32;35;24;"24;"
29;64;60;35;9;128;"128;"
79;98;99;17;79;147;"147;"
83;41;13;30;83;41;"41;"
6;83;14;27;2;55;"55;"
98;61;63;12;98;40;"40;"
55;26;92;3;110;13;"13;"
81;92;66;25;40;92;"92;"
84;62;63;28;84;31;"31;"
89;39;100;30;59;39;"39;"
33;51;51;48;49;51;"51;"
96;62;94;20;96;62;"62;"
81;72;90;14;54;24;"24;"
35;86;18;23;52;86;"86;"
8;38;70;17;12;76;"76;"
91;71;83;30;30;106;"106;"
50;1;1;40;50;1;"1;"
65;23;32;11;21;46;"46;"
5;76;10;25;5;76;"76;"
9;91;48;1;18;136;"136;"
67;36;77;1;33;36;"36;"
70;64;33;41;46;96;"96;"
87;97;27;35;29;97;"97;"
42;63;22;7;126;63;"63;"
36;21;52;17;108;10;"10;"
6;48;50;16;9;72;"72;"
94;68;85;36;141;102;"102;"
32;67;98;8;64;67;"67;"
7;53;33;44;3;53;"53;"
85;55;16;29;42;55;"55;"
62;75;30;1;62;25;"25;"
70;75;25;35;23;25;"25;"
16;55;90;23;16;55;"55;"
73;58;79;10;24;58;"58;"
52;7;40;21;52;4;"4;"
98;71;38;11;196;35;"35;"
93;56;83;25;279;168;"168;"
27;67;37;10;27;33;"33;"
85;9;98;44;170;9;"9;"
96;68;21;12;48;68;"68;"
67;48;24;28;22;24;"24;"
70;99;78;12;35;49;"49;"
57;72;90;25;85;72;"72;"
8;10;96;7;8;6;"6;"
20;87;44;48;20;87;"87;"
82;89;7;34;54;44;"44;"
80;79;81;7;80;26;"26;"
56;2;4;23;37;4;"4;"
66;39;51;33;66;58;"58;"
60;61;9;21;60;122;"122;"
74;21;27;4;74;7;"7;"
63;55;8;17;63;18;"18;"
60;85;26;43;60;56;"56;"
14;10;40;2;4;3;"3;"
22;49;71;21;22;147;"147;"
50;15;48;18;25;15;"15;"
79;41;90;39;79;20;"20;"
53;73;8;20;79;24;"24;"
88;14;26;29;264;14;"14;"
72;13;54;47;24;13;"13;"
10;46;1;22;3;30;"30;"
22;35;88;26;44;11;"11;"
57;27;62;21;28;27;"27;"
28;67;79;40;9;100;"100;"
49;86;83;48;73;86;"86;"
91;58;17;26;91;58;"58;"
42;2;10;18;126;6;"6;"
5;4;24;37;2;12;"12;"
91;2;70;34;91;2;"2;"
65;75;11;32;65;75;"75;"
53;65;38;41;106;32;"32;"
70;46;11;41;70;46;"46;"
13;68;29;24;19;68;"68;"
25;42;85;43;25;42;"42;"
81;24;78;50;243;36;"36;"
52;66;69;24;156;99;"99;"
30;85;15;23;60;42;"42;"
77;28;4;8;38;9;"9;"
40;50;94;45;40;25;"25;"
75;65;40;25;150;130;"130;"
50;55;90;3;16;110;"110;"
9;45;38;15;18;45;"45;"
16;68;19;26;8;136;"136;"
46;83;49;5;69;166;"166;"
19;57;51;21;6;38;"38;"
6;1;36;38;2;3;"3;"
54;52;10;30;27;52;"52;"
59;27;66;10;118;81;"81;"
73;21;20;2;36;21;"21;"
66;29;12;1;99;9;"9;"
19;81;85;16;12;40;"40;"
78;54;73;31;26;18;"18;"
38;95;8;41;38;285;"285;"
43;56;49;28;14;37;"37;"
78;67;64;39;78;134;"134;"
19;43;77;16;6;86;"86;"
12;6;93;39;12;6;"6;"
84;31;82;29;42;93;"93;"
82;68;53;43;82;204;"204;"
40;25;23;17;26;50;"50;"
73;100;2;48;73;200;"200;"
83;38;88;5;41;19;"19;"
42;97;34;47;42;194;"194;"
94;57;74;29;94;28;"28;"
96;30;53;21;48;20;"20;"
32;56;96;36;32;84;"84;"
8;97;69;23;8;64;"64;"
39;89;76;4;39;133;"133;"
100;6;18;31;100;18;"18;"
60;9;4;33;40;27;"27;"
43;9;80;4;14;6;"6;"
19;87;76;1;6;43;"43;"
11;90;92;36;3;270;"270;"
59;25;60;5;59;8;"8;"
8;54;7;8;12;54;"54;"
54;66;60;45;108;22;"22;"
50;57;75;46;33;85;"85;"
83;37;50;21;166;12;"12;"
11;4;93;25;11;4;"4;"
63;94;47;31;42;62;"62;"
24;82;47;23;16;41;"41;"
62;50;81;47;62;50;"50;"
68;89;43;29;34;178;"178;"
73;87;57;47;73;87;"87;"
43;55;38;35;21;165;"165;"
51;67;83;29;51;44;"44;"
68;11;65;23;136;16;"16;"
81;20;85;31;162;10;"10;"
16;84;19;5;48;252;"252;"
86;81;65;43;28;162;"162;"
87;56;64;37;87;56;"56;"
92;25;13;22;92;12;"12;"
30;61;61;43;60;91;"91;"
39;45;33;46;117;45;"45;"
49;69;87;1;147;69;"69;"
53;17;29;47;17;17;"17;"
47;9;97;15;141;9;"9;"
56;63;91;46;28;31;"31;"
74;72;78;3;24;72;"72;"
84;1;62;49;84;1;"1;"
32;58;15;2;32;58;"58;"
24;53;84;25;48;53;"53;"
88;2;37;38;29;4;"4;"
18;35;70;36;6;35;"35;"
91;70;69;39;91;210;"210;"
41;3;30;3;61;3;"3;"
94;95;15;35;94;190;"190;"
38;49;46;17;76;49;"49;"
66;36;24;50;44;72;"72;"
92;95;31;40;138;142;"142;"
58;64;52;33;29;64;"64;"
63;48;37;9;31;96;"96;"
35;54;53;36;11;54;"54;"
15;1;72;47;30;0;"0;"
70;77;52;25;140;51;"51;"
88;1;88;18;88;0;"0;"
97;20;47;6;145;13;"13;"
71;62;40;40;106;41;"41;"
28;75;45;10;9;75;"75;"
100;72;80;24;200;216;"216;"
84;34;52;8;28;102;"102;"
38;83;10;23;114;83;"83;"
39;33;48;34;58;33;"33;"
5;32;85;28;5;96;"96;"
78;100;68;21;234;300;"300;"
49;97;21;33;16;97;"97;"
19;52;14;46;19;17;"17;"
43;100;28;3;43;200;"200;"
10;89;38;24;30;29;"29;"
6;35;64;17;2;35;"35;"
84;8;51;25;84;4;"4;"
37;6;50;48;24;6;"6;"
60;34;76;16;30;102;"102;"
4;8;57;16;6;16;"16;"
87;7;25;11;87;14;"14;"
28;51;44;10;28;51;"51;"
89;65;92;27;89;65;"65;"
86;82;97;16;172;54;"54;"
79;97;77;12;158;145;"145;"
75;58;57;38;150;116;"116;"
93;61;98;7;186;91;"91;"
93;100;76;24;186;66;"66;"
81;89;42;16;54;29;"29;"
70;85;26;31;46;127;"127;"
43;28;40;44;14;28;"28;"
14;57;43;33;14;28;"28;"
79;38;61;39;237;38;"38;"
45;71;95;48;67;142;"142;"
3;1;1;3;1;1;"1;"
22;41;43;24;66;13;"13;"
29;37;88;11;14;55;"55;"
29;40;72;3;58;80;"80;"
22;60;82;9;66;60;"60;"
37;44;79;48;37;44;"44;"
56;26;98;5;28;26;"26;"
3;62;35;20;2;186;"186;"
17;2;3;26;17;2;"2;"
96;21;24;39;288;10;"10;"
71;56;57;21;71;168;"168;"
20;75;79;43;6;75;"75;"
42;85;44;1;84;56;"56;"
19;59;85;32;28;118;"118;"
100;61;73;15;100;61;"61;"
50;21;80;36;33;63;"63;"
47;91;8;19;141;136;"136;"
80;61;63;32;240;91;"91;"
48;98;73;50;48;98;"98;"
12;33;35;20;6;99;"99;"
85;79;45;48;42;39;"39;"
60;17;51;34;120;17;"17;"
9;4;67;33;9;4;"4;"
74;76;57;43;148;50;"50;"
96;7;35;29;192;3;"3;"
26;8;10;17;52;8;"8;"
47;29;20;42;47;29;"29;"
53;86;44;43;159;57;"57;"
70;91;58;22;70;45;"45;"
4;41;2;9;12;41;"41;"
70;63;51;18;23;31;"31;"
29;95;56;33;19;142;"142;"
7;79;91;32;3;39;"39;"
30;6;85;32;90;9;"9;"
17;28;22;6;11;56;"56;"
75;58;90;21;50;58;"58;"
14;98;93;3;42;98;"98;"
34;53;67;30;22;35;"35;"
11;61;81;3;22;122;"122;"
95;98;67;29;95;98;"98;"
54;40;53;20;162;26;"26;"
86;55;54;2;172;55;"55;"
37;88;59;27;18;88;"88;"
81;34;14;42;162;34;"34;"
25;79;40;4;25;52;"52;"
92;26;86;2;92;13;"13;"
24;6;30;41;12;6;"6;"
74;14;31;3;74;42;"42;"
48;70;9;9;24;46;"46;"
25;81;28;15;37;54;"54;"
43;37;75;33;14;74;"74;"
38;72;95;15;76;36;"36;"
100;31;81;13;50;31;"31;"
96;99;6;46;288;99;"99;"
96;36;67;44;64;24;"24;"
84;63;82;36;84;126;"126;"
40;53;12;28;13;26;"26;"
35;80;2;12;11;40;"40;"
38;71;44;7;25;71;"71;"
34;69;69;49;102;103;"103;"
12;26;10;6;6;13;"13;"
28;86;72;32;42;28;"28;"
78;10;29;30;78;6;"6;"
32;60;78;31;64;30;"30;"
32;57;29;27;32;28;"28;"
51;80;9;24;17;80;"80;"
67;35;83;4;67;105;"105;"
41;68;35;1;41;68;"68;"
89;17;32;1;59;8;"8;"
23;47;57;13;23;47;"47;"
95;61;54;5;190;61;"61;"
73;2;92;11;109;0;"0;"
6;61;68;32;18;30;"30;"
63;89;25;38;63;133;"133;"
55;96;76;23;82;192;"192;"
87;58;72;6;87;58;"58;"
48;33;9;28;32;99;"99;"
67;37;66;43;201;37;"37;"
56;22;86;47;56;33;"33;"
82;92;17;42;82;46;"46;"
90;48;16;27;270;24;"24;"
69;86;27;23;34;57;"57;"
29;77;94;16;9;154;"154;"
29;43;27;2;58;86;"86;"
38;80;60;36;38;80;"80;"
68;15;2;44;136;5;"5;"
88;36;85;20;88;36;"36;"
79;25;98;50;52;50;"50;"
53;89;54;35;79;89;"89;"
78;73;86;46;39;146;"146;"
12;83;92;16;6;41;"41;"
37;62;44;13;55;41;"41;"
90;84;44;16;90;42;"42;"
35;51;21;1;35;153;"153;"
81;49;82;22;81;16;"16;"
93;79;46;13;279;79;"79;"
51;76;79;14;34;76;"76;"
22;79;66;9;14;237;"237;"
8;89;67;3;12;89;"89;"
12;79;24;42;4;79;"79;"
27;74;20;5;27;222;"222;"
48;9;95;11;144;3;"3;"
1;66;21;2;0;44;"44;"
